path,labels,source
dataset/TESS/YAF_merge_neutral.wav,neutral,TESS
dataset/TESS/YAF_when_ps.wav,surprise,TESS
dataset/TESS/OAF_numb_fear.wav,fear,TESS
dataset/TESS/YAF_nag_angry.wav,angry,TESS
dataset/TESS/OAF_bean_sad.wav,sad,TESS
dataset/TESS/OAF_when_sad.wav,sad,TESS
dataset/TESS/YAF_cab_ps.wav,surprise,TESS
dataset/TESS/OAF_rat_fear.wav,fear,TESS
dataset/TESS/OAF_get_angry.wav,angry,TESS
dataset/TESS/YAF_near_angry.wav,angry,TESS
dataset/TESS/YAF_bath_happy.wav,happy,TESS
dataset/TESS/OAF_far_angry.wav,angry,TESS
dataset/TESS/YAF_luck_neutral.wav,neutral,TESS
dataset/TESS/OAF_pool_angry.wav,angry,TESS
dataset/TESS/YAF_vine_sad.wav,sad,TESS
dataset/TESS/YAF_bite_ps.wav,surprise,TESS
dataset/TESS/OAF_king_sad.wav,sad,TESS
dataset/TESS/YAF_chain_angry.wav,angry,TESS
dataset/TESS/YAF_late_disgust.wav,disgust,TESS
dataset/TESS/YAF_far_neutral.wav,neutral,TESS
dataset/TESS/OAF_lose_neutral.wav,neutral,TESS
dataset/TESS/YAF_shall_sad.wav,sad,TESS
dataset/TESS/OAF_wash_fear.wav,fear,TESS
dataset/TESS/OAF_south_sad.wav,sad,TESS
dataset/TESS/OAF_mode_happy.wav,happy,TESS
dataset/TESS/YAF_check_angry.wav,angry,TESS
dataset/TESS/OAF_bar_happy.wav,happy,TESS
dataset/TESS/YAF_ditch_sad.wav,sad,TESS
dataset/TESS/YAF_note_fear.wav,fear,TESS
dataset/TESS/OAF_reach_sad.wav,sad,TESS
dataset/TESS/OAF_hire_sad.wav,sad,TESS
dataset/TESS/YAF_shirt_neutral.wav,neutral,TESS
dataset/TESS/YAF_fail_angry.wav,angry,TESS
dataset/TESS/OAF_cheek_angry.wav,angry,TESS
dataset/TESS/YAF_thought_happy.wav,happy,TESS
dataset/TESS/OAF_pain_fear.wav,fear,TESS
dataset/TESS/YAF_deep_ps.wav,surprise,TESS
dataset/TESS/YAF_wife_sad.wav,sad,TESS
dataset/TESS/YAF_search_fear.wav,fear,TESS
dataset/TESS/OAF_came_sad.wav,sad,TESS
dataset/TESS/YAF_south_neutral.wav,neutral,TESS
dataset/TESS/OAF_pick_ps.wav,surprise,TESS
dataset/TESS/YAF_tough_sad.wav,sad,TESS
dataset/TESS/YAF_which_angry.wav,angry,TESS
dataset/TESS/YAF_dead_sad.wav,sad,TESS
dataset/TESS/YAF_lot_angry.wav,angry,TESS
dataset/TESS/OAF_sure_neutral.wav,neutral,TESS
dataset/TESS/YAF_shack_ps.wav,surprise,TESS
dataset/TESS/YAF_read_angry.wav,angry,TESS
dataset/TESS/OAF_whip_happy.wav,happy,TESS
dataset/TESS/OAF_moon_fear.wav,fear,TESS
dataset/TESS/YAF_kick_sad.wav,sad,TESS
dataset/TESS/YAF_yearn_neutral.wav,neutral,TESS
dataset/TESS/YAF_half_sad.wav,sad,TESS
dataset/TESS/YAF_goose_ps.wav,surprise,TESS
dataset/TESS/YAF_mop_ps.wav,surprise,TESS
dataset/TESS/OAF_book_neutral.wav,neutral,TESS
dataset/TESS/OAF_yearn_angry.wav,angry,TESS
dataset/TESS/YAF_peg_disgust.wav,disgust,TESS
dataset/TESS/YAF_dog_ps.wav,surprise,TESS
dataset/TESS/YAF_make_sad.wav,sad,TESS
dataset/TESS/YAF_vine_neutral.wav,neutral,TESS
dataset/TESS/OAF_search_neutral.wav,neutral,TESS
dataset/TESS/YAF_pike_fear.wav,fear,TESS
dataset/TESS/OAF_nice_ps.wav,surprise,TESS
dataset/TESS/OAF_keen_neutral.wav,neutral,TESS
dataset/TESS/YAF_king_neutral.wav,neutral,TESS
dataset/TESS/YAF_thin_sad.wav,sad,TESS
dataset/TESS/YAF_rough_angry.wav,angry,TESS
dataset/TESS/YAF_youth_happy.wav,happy,TESS
dataset/TESS/OAF_bought_fear.wav,fear,TESS
dataset/TESS/YAF_haze_angry.wav,angry,TESS
dataset/TESS/YAF_seize_neutral.wav,neutral,TESS
dataset/TESS/OAF_which_fear.wav,fear,TESS
dataset/TESS/YAF_gap_happy.wav,happy,TESS
dataset/TESS/YAF_luck_fear.wav,fear,TESS
dataset/TESS/OAF_team_neutral.wav,neutral,TESS
dataset/TESS/OAF_team_angry.wav,angry,TESS
dataset/TESS/OAF_note_ps.wav,surprise,TESS
dataset/TESS/OAF_goal_fear.wav,fear,TESS
dataset/TESS/OAF_tape_neutral.wav,neutral,TESS
dataset/TESS/YAF_bite_neutral.wav,neutral,TESS
dataset/TESS/OAF_match_fear.wav,fear,TESS
dataset/TESS/OAF_long_ps.wav,surprise,TESS
dataset/TESS/OAF_rough_ps.wav,surprise,TESS
dataset/TESS/OAF_beg_fear.wav,fear,TESS
dataset/TESS/OAF_gaze_angry.wav,angry,TESS
dataset/TESS/OAF_kite_angry.wav,angry,TESS
dataset/TESS/YAF_base_sad.wav,sad,TESS
dataset/TESS/OAF_time_fear.wav,fear,TESS
dataset/TESS/OAF_shawl_disgust.wav,disgust,TESS
dataset/TESS/OAF_love_angry.wav,angry,TESS
dataset/TESS/YAF_ring_disgust.wav,disgust,TESS
dataset/TESS/YAF_tool_disgust.wav,disgust,TESS
dataset/TESS/YAF_talk_fear.wav,fear,TESS
dataset/TESS/OAF_limb_neutral.wav,neutral,TESS
dataset/TESS/YAF_calm_happy.wav,happy,TESS
dataset/TESS/OAF_goose_happy.wav,happy,TESS
dataset/TESS/OAF_pick_happy.wav,happy,TESS
dataset/TESS/YAF_half_fear.wav,fear,TESS
dataset/TESS/YAF_take_happy.wav,happy,TESS
dataset/TESS/YAF_choice_angry.wav,angry,TESS
dataset/TESS/YAF_keg_fear.wav,fear,TESS
dataset/TESS/YAF_puff_disgust.wav,disgust,TESS
dataset/TESS/OAF_numb_happy.wav,happy,TESS
dataset/TESS/OAF_lid_ps.wav,surprise,TESS
dataset/TESS/OAF_pass_fear.wav,fear,TESS
dataset/TESS/YAF_dip_disgust.wav,disgust,TESS
dataset/TESS/YAF_rose_fear.wav,fear,TESS
dataset/TESS/OAF_hire_fear.wav,fear,TESS
dataset/TESS/OAF_wag_sad.wav,sad,TESS
dataset/TESS/YAF_walk_disgust.wav,disgust,TESS
dataset/TESS/YAF_name_ps.wav,surprise,TESS
dataset/TESS/YAF_size_sad.wav,sad,TESS
dataset/TESS/YAF_sell_fear.wav,fear,TESS
dataset/TESS/OAF_judge_happy.wav,happy,TESS
dataset/TESS/YAF_mill_fear.wav,fear,TESS
dataset/TESS/OAF_gaze_disgust.wav,disgust,TESS
dataset/TESS/YAF_third_sad.wav,sad,TESS
dataset/TESS/YAF_hire_happy.wav,happy,TESS
dataset/TESS/OAF_room_sad.wav,sad,TESS
dataset/TESS/OAF_mouse_ps.wav,surprise,TESS
dataset/TESS/YAF_lot_disgust.wav,disgust,TESS
dataset/TESS/OAF_chain_disgust.wav,disgust,TESS
dataset/TESS/YAF_king_happy.wav,happy,TESS
dataset/TESS/OAF_fat_sad.wav,sad,TESS
dataset/TESS/OAF_hall_angry.wav,angry,TESS
dataset/TESS/OAF_food_neutral.wav,neutral,TESS
dataset/TESS/OAF_learn_ps.wav,surprise,TESS
dataset/TESS/YAF_dog_happy.wav,happy,TESS
dataset/TESS/OAF_nag_neutral.wav,neutral,TESS
dataset/TESS/YAF_young_happy.wav,happy,TESS
dataset/TESS/OAF_mill_sad.wav,sad,TESS
dataset/TESS/OAF_judge_disgust.wav,disgust,TESS
dataset/TESS/OAF_wire_angry.wav,angry,TESS
dataset/TESS/YAF_note_sad.wav,sad,TESS
dataset/TESS/YAF_loaf_ps.wav,surprise,TESS
dataset/TESS/YAF_lid_sad.wav,sad,TESS
dataset/TESS/OAF_juice_happy.wav,happy,TESS
dataset/TESS/OAF_fail_happy.wav,happy,TESS
dataset/TESS/OAF_said_sad.wav,sad,TESS
dataset/TESS/OAF_said_disgust.wav,disgust,TESS
dataset/TESS/OAF_lease_happy.wav,happy,TESS
dataset/TESS/OAF_far_ps.wav,surprise,TESS
dataset/TESS/YAF_mode_angry.wav,angry,TESS
dataset/TESS/YAF_dip_ps.wav,surprise,TESS
dataset/TESS/OAF_name_sad.wav,sad,TESS
dataset/TESS/OAF_shall_happy.wav,happy,TESS
dataset/TESS/YAF_yes_neutral.wav,neutral,TESS
dataset/TESS/OAF_cause_sad.wav,sad,TESS
dataset/TESS/OAF_dodge_angry.wav,angry,TESS
dataset/TESS/YAF_home_fear.wav,fear,TESS
dataset/TESS/YAF_fit_fear.wav,fear,TESS
dataset/TESS/OAF_neat_disgust.wav,disgust,TESS
dataset/TESS/YAF_pool_happy.wav,happy,TESS
dataset/TESS/YAF_read_fear.wav,fear,TESS
dataset/TESS/OAF_beg_angry.wav,angry,TESS
dataset/TESS/OAF_bone_fear.wav,fear,TESS
dataset/TESS/OAF_bath_angry.wav,angry,TESS
dataset/TESS/OAF_near_happy.wav,happy,TESS
dataset/TESS/YAF_pad_ps.wav,surprise,TESS
dataset/TESS/YAF_sheep_sad.wav,sad,TESS
dataset/TESS/OAF_thought_ps.wav,surprise,TESS
dataset/TESS/OAF_bar_sad.wav,sad,TESS
dataset/TESS/YAF_chat_fear.wav,fear,TESS
dataset/TESS/OAF_rose_disgust.wav,disgust,TESS
dataset/TESS/YAF_boat_angry.wav,angry,TESS
dataset/TESS/YAF_book_happy.wav,happy,TESS
dataset/TESS/YAF_shirt_sad.wav,sad,TESS
dataset/TESS/YAF_room_neutral.wav,neutral,TESS
dataset/TESS/YAF_said_happy.wav,happy,TESS
dataset/TESS/OAF_cause_angry.wav,angry,TESS
dataset/TESS/YAF_knock_disgust.wav,disgust,TESS
dataset/TESS/YAF_soap_angry.wav,angry,TESS
dataset/TESS/OAF_south_ps.wav,surprise,TESS
dataset/TESS/YAF_sour_fear.wav,fear,TESS
dataset/TESS/OAF_turn_happy.wav,happy,TESS
dataset/TESS/OAF_puff_sad.wav,sad,TESS
dataset/TESS/OAF_lean_fear.wav,fear,TESS
dataset/TESS/OAF_rose_angry.wav,angry,TESS
dataset/TESS/YAF_ton_ps.wav,surprise,TESS
dataset/TESS/YAF_soup_neutral.wav,neutral,TESS
dataset/TESS/OAF_wheat_angry.wav,angry,TESS
dataset/TESS/OAF_loaf_neutral.wav,neutral,TESS
dataset/TESS/OAF_tough_angry.wav,angry,TESS
dataset/TESS/OAF_wire_fear.wav,fear,TESS
dataset/TESS/OAF_hate_fear.wav,fear,TESS
dataset/TESS/OAF_home_sad.wav,sad,TESS
dataset/TESS/OAF_when_angry.wav,angry,TESS
dataset/TESS/OAF_hash_angry.wav,angry,TESS
dataset/TESS/OAF_base_fear.wav,fear,TESS
dataset/TESS/YAF_void_happy.wav,happy,TESS
dataset/TESS/OAF_hole_sad.wav,sad,TESS
dataset/TESS/YAF_mood_happy.wav,happy,TESS
dataset/TESS/YAF_tip_happy.wav,happy,TESS
dataset/TESS/OAF_gap_fear.wav,fear,TESS
dataset/TESS/YAF_rose_ps.wav,surprise,TESS
dataset/TESS/OAF_take_fear.wav,fear,TESS
dataset/TESS/YAF_hate_sad.wav,sad,TESS
dataset/TESS/YAF_wash_happy.wav,happy,TESS
dataset/TESS/OAF_cheek_ps.wav,surprise,TESS
dataset/TESS/YAF_lore_angry.wav,angry,TESS
dataset/TESS/YAF_jug_disgust.wav,disgust,TESS
dataset/TESS/OAF_tip_sad.wav,sad,TESS
dataset/TESS/YAF_lore_ps.wav,surprise,TESS
dataset/TESS/OAF_sour_sad.wav,sad,TESS
dataset/TESS/OAF_base_ps.wav,surprise,TESS
dataset/TESS/YAF_dodge_neutral.wav,neutral,TESS
dataset/TESS/YAF_limb_happy.wav,happy,TESS
dataset/TESS/OAF_shout_angry.wav,angry,TESS
dataset/TESS/OAF_wire_neutral.wav,neutral,TESS
dataset/TESS/YAF_home_disgust.wav,disgust,TESS
dataset/TESS/OAF_sheep_fear.wav,fear,TESS
dataset/TESS/YAF_learn_neutral.wav,neutral,TESS
dataset/TESS/YAF_road_ps.wav,surprise,TESS
dataset/TESS/YAF_met_neutral.wav,neutral,TESS
dataset/TESS/YAF_dab_disgust.wav,disgust,TESS
dataset/TESS/YAF_bar_fear.wav,fear,TESS
dataset/TESS/OAF_bath_ps.wav,surprise,TESS
dataset/TESS/OAF_king_ps.wav,surprise,TESS
dataset/TESS/OAF_vine_fear.wav,fear,TESS
dataset/TESS/OAF_gas_disgust.wav,disgust,TESS
dataset/TESS/OAF_deep_disgust.wav,disgust,TESS
dataset/TESS/OAF_shawl_happy.wav,happy,TESS
dataset/TESS/YAF_kill_neutral.wav,neutral,TESS
dataset/TESS/YAF_tire_disgust.wav,disgust,TESS
dataset/TESS/OAF_vote_happy.wav,happy,TESS
dataset/TESS/OAF_get_disgust.wav,disgust,TESS
dataset/TESS/OAF_nag_happy.wav,happy,TESS
dataset/TESS/OAF_luck_ps.wav,surprise,TESS
dataset/TESS/YAF_get_happy.wav,happy,TESS
dataset/TESS/YAF_fall_ps.wav,surprise,TESS
dataset/TESS/OAF_room_happy.wav,happy,TESS
dataset/TESS/YAF_road_disgust.wav,disgust,TESS
dataset/TESS/YAF_time_ps.wav,surprise,TESS
dataset/TESS/OAF_join_happy.wav,happy,TESS
dataset/TESS/YAF_lean_neutral.wav,neutral,TESS
dataset/TESS/YAF_wire_sad.wav,sad,TESS
dataset/TESS/YAF_far_happy.wav,happy,TESS
dataset/TESS/OAF_lose_angry.wav,angry,TESS
dataset/TESS/YAF_vote_ps.wav,surprise,TESS
dataset/TESS/YAF_near_neutral.wav,neutral,TESS
dataset/TESS/OAF_hash_disgust.wav,disgust,TESS
dataset/TESS/YAF_ripe_angry.wav,angry,TESS
dataset/TESS/OAF_germ_sad.wav,sad,TESS
dataset/TESS/OAF_ring_fear.wav,fear,TESS
dataset/TESS/YAF_ton_sad.wav,sad,TESS
dataset/TESS/OAF_mode_ps.wav,surprise,TESS
dataset/TESS/OAF_read_ps.wav,surprise,TESS
dataset/TESS/OAF_sure_happy.wav,happy,TESS
dataset/TESS/OAF_dodge_neutral.wav,neutral,TESS
dataset/TESS/YAF_burn_happy.wav,happy,TESS
dataset/TESS/OAF_date_angry.wav,angry,TESS
dataset/TESS/YAF_luck_happy.wav,happy,TESS
dataset/TESS/YAF_bar_angry.wav,angry,TESS
dataset/TESS/YAF_burn_disgust.wav,disgust,TESS
dataset/TESS/YAF_witch_sad.wav,sad,TESS
dataset/TESS/YAF_pick_fear.wav,fear,TESS
dataset/TESS/OAF_raid_disgust.wav,disgust,TESS
dataset/TESS/OAF_learn_neutral.wav,neutral,TESS
dataset/TESS/YAF_gas_ps.wav,surprise,TESS
dataset/TESS/YAF_make_disgust.wav,disgust,TESS
dataset/TESS/OAF_goal_sad.wav,sad,TESS
dataset/TESS/YAF_jail_fear.wav,fear,TESS
dataset/TESS/OAF_mode_disgust.wav,disgust,TESS
dataset/TESS/OAF_mop_sad.wav,sad,TESS
dataset/TESS/OAF_hate_neutral.wav,neutral,TESS
dataset/TESS/OAF_ripe_sad.wav,sad,TESS
dataset/TESS/YAF_note_angry.wav,angry,TESS
dataset/TESS/YAF_chief_fear.wav,fear,TESS
dataset/TESS/YAF_choice_fear.wav,fear,TESS
dataset/TESS/YAF_rush_happy.wav,happy,TESS
dataset/TESS/YAF_third_angry.wav,angry,TESS
dataset/TESS/YAF_red_angry.wav,angry,TESS
dataset/TESS/YAF_learn_fear.wav,fear,TESS
dataset/TESS/OAF_mop_happy.wav,happy,TESS
dataset/TESS/YAF_voice_fear.wav,fear,TESS
dataset/TESS/OAF_hall_neutral.wav,neutral,TESS
dataset/TESS/OAF_bite_ps.wav,surprise,TESS
dataset/TESS/YAF_lid_angry.wav,angry,TESS
dataset/TESS/YAF_reach_angry.wav,angry,TESS
dataset/TESS/YAF_should_ps.wav,surprise,TESS
dataset/TESS/OAF_deep_ps.wav,surprise,TESS
dataset/TESS/YAF_take_neutral.wav,neutral,TESS
dataset/TESS/YAF_hurl_sad.wav,sad,TESS
dataset/TESS/OAF_five_angry.wav,angry,TESS
dataset/TESS/YAF_keg_happy.wav,happy,TESS
dataset/TESS/OAF_sheep_angry.wav,angry,TESS
dataset/TESS/OAF_lore_neutral.wav,neutral,TESS
dataset/TESS/OAF_hash_sad.wav,sad,TESS
dataset/TESS/OAF_dab_angry.wav,angry,TESS
dataset/TESS/YAF_late_angry.wav,angry,TESS
dataset/TESS/YAF_gap_neutral.wav,neutral,TESS
dataset/TESS/OAF_when_ps.wav,surprise,TESS
dataset/TESS/YAF_mood_disgust.wav,disgust,TESS
dataset/TESS/YAF_mess_disgust.wav,disgust,TESS
dataset/TESS/OAF_five_sad.wav,sad,TESS
dataset/TESS/OAF_fat_angry.wav,angry,TESS
dataset/TESS/OAF_nice_neutral.wav,neutral,TESS
dataset/TESS/OAF_knock_disgust.wav,disgust,TESS
dataset/TESS/YAF_pain_angry.wav,angry,TESS
dataset/TESS/YAF_cab_disgust.wav,disgust,TESS
dataset/TESS/OAF_life_happy.wav,happy,TESS
dataset/TESS/YAF_neat_angry.wav,angry,TESS
dataset/TESS/YAF_kite_neutral.wav,neutral,TESS
dataset/TESS/OAF_raid_angry.wav,angry,TESS
dataset/TESS/YAF_get_ps.wav,surprise,TESS
dataset/TESS/OAF_burn_fear.wav,fear,TESS
dataset/TESS/YAF_ripe_ps.wav,surprise,TESS
dataset/TESS/YAF_shawl_disgust.wav,disgust,TESS
dataset/TESS/OAF_third_ps.wav,surprise,TESS
dataset/TESS/OAF_name_angry.wav,angry,TESS
dataset/TESS/YAF_page_neutral.wav,neutral,TESS
dataset/TESS/OAF_doll_happy.wav,happy,TESS
dataset/TESS/OAF_soap_disgust.wav,disgust,TESS
dataset/TESS/YAF_fit_happy.wav,happy,TESS
dataset/TESS/OAF_read_neutral.wav,neutral,TESS
dataset/TESS/YAF_ring_happy.wav,happy,TESS
dataset/TESS/OAF_juice_sad.wav,sad,TESS
dataset/TESS/YAF_door_fear.wav,fear,TESS
dataset/TESS/OAF_shack_happy.wav,happy,TESS
dataset/TESS/OAF_calm_sad.wav,sad,TESS
dataset/TESS/OAF_jar_angry.wav,angry,TESS
dataset/TESS/YAF_pick_sad.wav,sad,TESS
dataset/TESS/YAF_turn_ps.wav,surprise,TESS
dataset/TESS/YAF_death_sad.wav,sad,TESS
dataset/TESS/OAF_shirt_angry.wav,angry,TESS
dataset/TESS/YAF_take_ps.wav,surprise,TESS
dataset/TESS/YAF_loaf_sad.wav,sad,TESS
